50437,1658943060,4.70297
50438,1658943061,1.0050251
50439,1658943062,1.010101
50440,1658943063,0
50441,1658943064,0.2506266
50442,1658943065,0.7518797
50443,1658943066,1.724138
50444,1658943067,3.178484
50445,1658943068,3.722084
50446,1658943069,12.755102
50447,1658943070,0.7462687
50448,1658943071,0.248139
50449,1658943072,0.7425743
50450,1658943073,0.9876543
50451,1658943074,1.4705882
50452,1658943075,1.728395
50453,1658943076,0.4950495
50454,1658943077,3.209877
50455,1658943078,1
50456,1658943079,1.010101
50457,1658943080,2.970297
50458,1658943081,1.2376238
50459,1658943082,1.763224
50460,1658943083,0.2512563
50461,1658943084,1.0152284
50462,1658943085,0.2506266
50463,1658943086,3.163017
50464,1658943087,9.848485
50465,1658943088,0
50466,1658943089,0
50467,1658943090,0.7594937
50468,1658943091,0.511509
50469,1658943092,1.2531328
50470,1658943093,1.4851485
50471,1658943094,2.487562
50472,1658943095,1.2376238
50473,1658943096,2.475248
50474,1658943097,1.960784
50475,1658943098,0.2538071
50476,1658943099,0.2531646
50477,1658943100,0.7537688
50478,1658943101,0
50479,1658943102,1.0126582
50480,1658943103,0.2493766
50481,1658943104,2.493766
50482,1658943105,2.948403
50483,1658943106,1.2531328
50484,1658943107,3.20197
50485,1658943108,2.205882
50486,1658943109,0.4975124
50487,1658943110,0
50488,1658943111,0.2518892
50489,1658943112,1.0126582
50490,1658943113,14.105793
50491,1658943114,25.06266
50492,1658943115,25.25253
50493,1658943116,25.44081
50494,1658943117,24.8139
50495,1658943118,25.12563
50496,1658943119,24.93703
50497,1658943120,27.5
50498,1658943121,25.12563
50499,1658943122,25.37688
50500,1658943123,25.25
50501,1658943124,25.31328
50502,1658943125,25.25
50503,1658943126,25.12563
50504,1658943127,26.38191
50505,1658943128,25.12563
50506,1658943129,25.37688
50507,1658943130,6.25
50508,1658943131,0.5063291
50509,1658943132,0.7481297
50510,1658943133,1
50511,1658943134,2.977667
50512,1658943135,1.970443
50513,1658943136,2.469136
50514,1658943137,1.732673
50515,1658943138,0
50516,1658943139,1.2658228
50517,1658943140,0.5050505
50518,1658943141,0.5037783
50519,1658943142,0.5012531
50520,1658943143,0.7518797
50521,1658943144,0.4987531
50522,1658943145,0.9950249
50523,1658943146,2.211302
50524,1658943147,9.52381
50525,1658943148,0.7575758
50526,1658943149,0.7653061
50527,1658943150,0.2531646
50528,1658943151,0.5089059
50529,1658943152,1.511335
50530,1658943153,0.2506266
50531,1658943154,0.2538071
50532,1658943155,0.5012531
50533,1658943156,0.7481297
50534,1658943157,2.227723
50535,1658943158,2.45098
50536,1658943159,2.977667
50537,1658943160,2.493766
50538,1658943161,0.7575758
50539,1658943162,2.01005
50540,1658943163,0.9975062
50541,1658943164,1.4888337
50542,1658943165,2.216749
50543,1658943166,1.975309
50544,1658943167,0.5076142
50545,1658943168,0.2544529
50546,1658943169,0.2506266
50547,1658943170,1.5228426
50548,1658943171,2.211302
50549,1658943172,2.211302
50550,1658943173,7.828283
50551,1658943174,0.2512563
50552,1658943175,0.2531646
50553,1658943176,0.5050505
50554,1658943177,0.7614213
50555,1658943178,0.7462687
50556,1658943179,2.722772
50557,1658943180,4.679803
50558,1658943181,2.962963
50559,1658943182,2.222222
50560,1658943183,0.5050505
50561,1658943184,0.2487562
50562,1658943185,0.2506266
50563,1658943186,1.763224
50564,1658943187,2.955665
50565,1658943188,1.741294
50566,1658943189,0.2525253
50567,1658943190,0.5063291
50568,1658943191,0.5089059
50569,1658943192,0.5
50570,1658943193,0.2525253
50571,1658943194,0.25
50572,1658943195,0.75
50573,1658943196,2.184466
50574,1658943197,3.241895
50575,1658943198,0.7594937
50576,1658943199,0.7556675
50577,1658943200,0.7614213
50578,1658943201,0.7556675
50579,1658943202,2.267003
50580,1658943203,1.0025063
50581,1658943204,1.711491
50582,1658943205,2.444988
50583,1658943206,0.4926108
50584,1658943207,0.2525253
50585,1658943208,1.4778325
50586,1658943209,2.955665
50587,1658943210,2.970297
50588,1658943211,2.948403
50589,1658943212,5.665025
50590,1658943213,11.568123
50591,1658943214,0.7518797
50592,1658943215,0
50593,1658943216,0.248139
50594,1658943217,0.4987531
50595,1658943218,0.4975124
50596,1658943219,1.0050251
50597,1658943220,0.75
50598,1658943221,2.211302
50599,1658943222,1.745636
50600,1658943223,0.5063291
50601,1658943224,0.2531646
50602,1658943225,0.25
50603,1658943226,1.4962594
50604,1658943227,2.756892
50605,1658943228,2.469136
50606,1658943229,2.020202
50607,1658943230,0.2518892
50608,1658943231,0.9975062
50609,1658943232,1.0152284
50610,1658943233,0
50611,1658943234,1.010101
50612,1658943235,0.2531646
50613,1658943236,2.233251
50614,1658943237,1.2594458
50615,1658943238,1.5151515
50616,1658943239,2.238806
50617,1658943240,3.282828
50618,1658943241,1.010101
50619,1658943242,0.5
50620,1658943243,0
50621,1658943244,0.2525253
50622,1658943245,0.5063291
50623,1658943246,0.9925558
50624,1658943247,12.846348
50625,1658943248,2.25
50626,1658943249,0.2487562
50627,1658943250,0.9876543
